20 190 10
0	1	102
0	2	49
0	3	85
0	4	85
0	5	79
0	6	37
0	7	93
0	8	42
0	9	52
0	10	45
0	11	59
0	12	82
0	13	57
0	14	69
0	15	87
0	16	74
0	17	61
0	18	98
0	19	85
1	2	80
1	3	26
1	4	31
1	5	33
1	6	75
1	7	80
1	8	80
1	9	74
1	10	76
1	11	84
1	12	49
1	13	74
1	14	78
1	15	40
1	16	39
1	17	40
1	18	10
1	19	59
2	3	77
2	4	52
2	5	48
2	6	14
2	7	112
2	8	69
2	9	75
2	10	5
2	11	10
2	12	40
2	13	79
2	14	20
2	15	49
2	16	41
2	17	48
2	18	72
2	19	94
3	4	43
3	5	40
3	6	68
3	7	55
3	8	56
3	9	49
3	10	72
3	11	83
3	12	59
3	13	49
3	14	82
3	15	52
3	16	43
3	17	29
3	18	32
3	19	33
4	5	6
4	6	52
4	7	96
4	8	77
4	9	76
4	10	50
4	11	54
4	12	18
4	13	78
4	14	48
4	15	9
4	16	12
4	17	31
4	18	21
4	19	74
5	6	46
5	7	91
5	8	70
5	9	70
5	10	45
5	11	51
5	12	19
5	13	72
5	14	45
5	15	13
5	16	6
5	17	25
5	18	24
5	19	70
6	7	98
6	8	54
6	9	60
6	10	9
6	11	25
6	12	45
6	13	65
6	14	33
6	15	51
6	16	40
6	17	39
6	18	69
6	19	82
7	8	51
7	9	41
7	10	106
7	11	121
7	12	109
7	13	36
7	14	124
7	15	105
7	16	92
7	17	70
7	18	87
7	19	21
8	9	11
8	10	63
8	11	79
8	12	83
8	13	15
8	14	86
8	15	83
8	16	68
8	17	46
8	18	80
8	19	44
9	10	69
9	11	85
9	12	84
9	13	4
9	14	90
9	15	83
9	16	68
9	17	45
9	18	76
9	19	33
10	11	16
10	12	40
10	13	73
10	14	24
10	15	48
10	16	39
10	17	43
10	18	69
10	19	89
11	12	39
11	13	89
11	14	11
11	15	49
11	16	45
11	17	55
11	18	75
11	19	103
12	13	86
12	14	31
12	15	10
12	16	17
12	17	40
12	18	39
12	19	88
13	14	94
13	15	85
13	16	70
13	17	47
13	18	77
13	19	30
14	15	41
14	16	40
14	17	55
14	18	69
14	19	105
15	16	15
15	17	38
15	18	29
15	19	83
16	17	23
16	18	30
16	19	71
17	18	37
17	19	50
18	19	65
