40 100 4
0	3	52
1	3	47
2	3	34
3	4	19
3	5	39
3	6	39
3	7	36
3	8	41
3	9	41
3	10	11
3	11	24
3	12	39
3	13	58
3	14	25
3	15	51
3	16	37
3	17	45
3	18	46
3	19	60
3	20	39
3	21	47
3	22	48
3	23	50
3	24	58
3	25	23
3	26	46
3	27	56
3	28	44
3	29	55
3	30	44
3	31	16
3	32	34
3	33	67
3	34	35
3	35	25
3	36	63
3	37	48
3	38	18
3	39	14
2	32	2
5	9	2
11	35	3
18	21	4
11	25	5
4	25	5
4	11	5
24	27	5
0	15	7
16	30	7
9	22	7
4	35	7
12	28	8
23	24	8
1	8	8
25	35	8
38	39	8
28	34	9
16	32	9
17	29	10
10	31	10
5	22	10
23	27	10
2	16	11
7	14	11
9	12	11
12	34	11
5	12	12
19	37	12
6	15	13
2	18	13
7	20	13
13	36	14
18	32	14
2	21	15
0	6	15
30	32	15
12	22	15
14	20	16
10	14	16
8	25	17
2	30	17
9	17	17
27	33	17
5	17	17
21	32	17
7	34	17
0	17	18
14	34	18
23	30	18
8	11	18
13	15	19
9	28	19
31	32	19
8	35	19
17	22	20
2	31	20
5	28	20
22	28	20
22	29	20
16	23	21
