40 100 6
0	35	59
1	35	43
2	35	49
3	35	29
4	35	36
5	35	30
6	35	39
7	35	66
8	35	41
9	35	40
10	35	44
11	35	57
12	35	44
13	35	42
14	35	58
15	35	43
16	35	28
17	35	5
18	35	41
19	35	46
20	35	35
21	35	36
22	35	53
23	35	54
24	35	17
25	35	63
26	35	49
27	35	50
28	35	36
29	35	51
30	35	13
31	35	29
32	35	29
33	35	1
34	35	48
35	36	20
35	37	63
35	38	58
35	39	62
31	32	2
17	33	4
22	34	4
2	26	4
9	13	4
10	26	5
2	10	5
5	16	6
4	5	6
14	37	7
0	22	7
11	37	8
7	39	9
4	15	9
3	36	9
11	27	9
6	10	9
14	27	9
1	18	10
12	15	10
2	11	10
8	9	11
0	25	11
22	25	11
10	20	11
0	34	11
11	14	11
3	31	12
8	29	12
20	21	12
2	27	12
9	29	12
27	37	12
6	26	12
4	16	12
24	36	13
17	30	13
5	15	13
31	36	13
13	29	13
3	32	14
2	6	14
30	33	14
6	20	14
11	26	14
24	31	14
24	32	14
19	39	15
25	34	15
10	27	15
20	27	15
15	16	15
8	13	15
2	20	15
32	36	15
1	38	15
10	11	16
26	27	16
24	33	16
28	34	16
20	26	16
