0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
376	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	251	0	339	777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	339	0	891	358	0	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	777	891	0	0	0	1115	705	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	358	0	0	417	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	417	0	383	0	0	839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	490	1115	340	383	0	667	0	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	705	0	0	667	0	741	1227	0	0	0	0	0	0	0	0	731	0	0	0	0	0	0
0	0	0	0	563	0	0	0	741	0	0	0	0	0	0	0	0	0	0	1036	1780	0	0	1453	0	1139
0	0	0	0	0	0	839	966	1227	0	0	277	476	676	0	0	0	996	0	1115	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	277	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	476	202	0	203	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	676	0	203	0	105	0	630	935	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	152	556	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	436	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	630	556	436	0	497	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	996	0	0	935	0	0	497	0	330	831	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	959	482	0	0	0	0	0
0	0	0	0	0	0	0	0	731	1036	1115	0	0	0	0	0	0	831	959	0	970	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1780	0	0	0	0	0	0	0	0	482	970	0	330	1434	1294	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1434	0	0	665	0	0
0	0	0	0	0	0	0	0	0	1453	0	0	0	0	0	0	0	0	0	0	1294	0	665	0	1150	761
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1150	0	450
0	0	0	0	0	0	0	0	0	1139	0	0	0	0	0	0	0	0	0	0	0	0	0	761	450	0

