20 190 4
0	1	71
0	2	65
0	3	66
0	4	78
0	5	59
0	6	39
0	7	87
0	8	59
0	9	49
0	10  83
0	11	62
0	12	64
0	13	36
0	14	56
0	15	86
0	16	18
0	17	77
0	18	19
0	19	71
1	2	65
1	3	73
1	4	74
1	5	13
1	6	40
1	7	64
1	8	22
1	9	29
1	10	16
1	11	54
1	12	42
1	13	87
1	14	50
1	15	75
1	16	66
1	17	54
1	18	52
1	19	77
2	3	9
2	4	13
2	5	54
2	6	73
2	7	25
2	8	43
2	9	40
2	10	64
2	11	10
2	12	23
2	13	48
2	14	15
2	15	21
2	16	47
2	17	21
2	18	54
2	19	12
3	4	13
3	5	62
3	6	79
3	7	31
3	8	51
3	9	47
3	10	73
3	11	19
3	12	32
3	13	44
3	14	23
3	15	22
3	16	48
3	17	29
3	18	58
3	19	5
4	5	64
4	6	86
4	7	20
4	8	53
4	9	52
4	10	71
4	11	21
4	12	32
4	13	58
4	14	28
4	15	8
4	16	60
4	17	23
4	18	68
4	19	11
5	6	34
5	7	57
5	8	11
5	9	16
5	10	24
5	11	43
5	12	32
5	13	73
5	14	38
5	15	66
5	16	53
5	17	46
5	18	40
5	19	66
6	7	85
6	8	41
6	9	36
6	10	55
6	11	64
6	12	58
6	13	69
6	14	58
6	15	91
6	16	46
6	17	74
6	18	26
6	19	84
7	8	46
7	9	49
7	10	57
7	11	25
7	12	26
7	13	73
7	14	31
7	15	14
7	16	70
7	17	11
7	18	73
7	19	30
8	9	9
8	10	26
8	11	32
8	12	21
8	13	67
8	14	27
8	15	55
8	16	49
8	17	35
8	18	40
8	19	55
9	10	36
9	11	30
9	12	22
9	13	58
9	14	24
9	15	55
9	16	40
9	17	38
9	18	30
9	19	52
10	11	54
10	12	41
10	13	94
10	14	51
10	15	69
10	16	76
10	17	48
10	18	64
10	19	76
11	12	13
11	13	51
11	14	6
11	15	26
11	16	44
11	17	17
11	18	49
11	19	23
12	13	60
12	14	11
12	15	33
12	16	49
12	17	15
12	18	48
12	19	35
13	14	48
13	15	67
13	16	23
13	17	68
13	18	42
13	19	48
14	15	33
14	16	39
14	17	21
14	18	42
14	19	28
15	16	68
15	17	21
15	18	75
15	19	20
16	17	61
16	18	19
16	19	52
17	18	63
17	19	31
18	19	63
