20 190 8
0	1	90
0	2	36
0	3	71
0	4	99
0	5	91
0	6	97
0	7	33
0	8	78
0	9	70
0	10	45
0	11	73
0	12	19
0	13	30
0	14	46
0	15	79
0	16	57
0	17	41
0	18	102
0	19	79
1	2	57
1	3	88
1	4	14
1	5	60
1	6	41
1	7	60
1	8	30
1	9	36
1	10	54
1	11	26
1	12	79
1	13	60
1	14	49
1	15	43
1	16	43
1	17	55
1	18	44
1	19	35
2	3	53
2	4	67
2	5	58
2	6	60
2	7	23
2	8	53
2	9	33
2	10	32
2	11	46
2	12	34
2	13	12
2	14	10
2	15	60
2	16	37
2	17	28
2	18	66
2	19	57
3	4	102
3	5	42
3	6	61
3	7	75
3	8	99
3	9	52
3	10	85
3	11	91
3	12	81
3	13	64
3	14	50
3	15	110
3	16	89
3	17	81
3	18	65
3	19	104
4	5	73
4	6	54
4	7	67
4	8	27
4	9	50
4	10	58
4	11	28
4	12	86
4	13	69
4	14	61
4	15	39
4	16	47
4	17	61
4	18	56
4	19	31
5	6	22
5	7	79
5	8	82
5	9	32
5	10	83
5	11	74
5	12	93
5	13	70
5	14	49
5	15	95
5	16	81
5	17	81
5	18	24
5	19	88
6	7	77
6	8	68
6	9	27
6	10	77
6	11	61
6	12	94
6	13	70
6	14	50
6	15	82
6	16	72
6	17	77
6	18	5
6	19	74
7	8	45
7	9	50
7	10	13
7	11	40
7	12	19
7	13	11
7	14	29
7	15	47
7	16	23
7	17	8
7	18	83
7	19	46
8	9	51
8	10	34
8	11	8
8	12	63
8	13	50
8	14	50
8	15	14
8	16	22
8	17	38
8	18	72
8	19	6
9	10	52
9	11	43
9	12	66
9	13	43
9	14	23
9	15	64
9	16	49
9	17	50
9	18	33
9	19	57
10	11	30
10	12	29
10	13	22
10	14	36
10	15	34
10	16	12
10	17	5
10	18	83
10	19	34
11	12	58
11	13	43
11	14	42
11	15	21
11	16	18
11	17	33
11	18	65
11	19	13
12	13	23
12	14	43
12	15	62
12	16	41
12	17	25
12	18	99
12	19	63
13	14	20
13	15	54
13	16	31
13	17	18
13	18	76
13	19	52
14	15	60
14	16	38
14	17	33
14	18	56
14	19	55
15	16	23
15	17	39
15	18	86
15	19	8
16	17	16
16	18	77
16	19	22
17	18	82
17	19	38
18	19	78


