25 300 4
0	1	28
0	2	98
0	3	38
0	4	103
0	5	60
0	6	53
0	7	40
0	8	61
0	9	95
0	10	79
0	11	50
0	12	22
0	13	50
0	14	80
0	15	115
0	16	113
0	17	19
0	18	100
0	19	76
0	20	71
0	21	52
0	22	72
0	23	43
0	24	38
1	2	100
1	3	14
1	4	81
1	5	37
1	6	39
1	7	44
1	8	36
1	9	68
1	10	83
1	11	55
1	12	9
1	13	24
1	14	72
1	15	102
1	16	95
1	17	17
1	18	77
1	19	63
1	20	44
1	21	58
1	22	48
1	23	45
1	24	27
2	3	92
2	4	89
2	5	87
2	6	66
2	7	58
2	8	93
2	9	112
2	10	19
2	11	48
2	12	92
2	13	95
2	14	40
2	15	56
2	16	74
2	17	86
2	18	97
2	19	56
2	20	108
2	21	46
2	22	88
2	23	56
2	24	74
3	4	67
3	5	23
3	6	28
3	7	41
3	8	22
3	9	56
3	10	76
3	11	50
3	12	16
3	13	12
3	14	61
3	15	89
3	16	81
3	17	22
3	18	63
3	19	50
3	20	34
3	21	54
3	22	35
3	23	40
3	24	18
4	5	43
4	6	53
4	7	79
4	8	46
4	9	32
4	10	87
4	11	81
4	12	82
4	13	57
4	14	51
4	15	46
4	16	25
4	17	84
4	18	10
4	19	38
4	20	48
4	21	85
4	22	32
4	23	76
4	24	65
5	6	23
5	7	49
5	8	6
5	9	37
5	10	75
5	11	55
5	12	38
5	13	14
5	14	49
5	15	71
5	16	60
5	17	42
5	18	39
5	19	34
5	20	21
5	21	59
5	22	11
5	23	46
5	24	27
6	7	28
6	8	29
6	9	57
6	10	53
6	11	32
6	12	35
6	13	29
6	14	33
6	15	63
6	16	60
6	17	34
6	18	53
6	19	24
6	20	44
6	21	37
6	22	29
6	23	25
6	24	14
7	8	53
7	9	85
7	10	39
7	11	10
7	12	35
7	13	49
7	14	43
7	15	78
7	16	81
7	17	28
7	18	81
7	19	44
7	20	69
7	21	13
7	22	57
7	23	3
7	24	23
8	9	34
8	10	82
8	11	60
8	12	39
8	13	11
8	14	56
8	15	77
8	16	64
8	17	43
8	18	41
8	19	41
8	20	15
8	21	65
8	22	13
8	23	51
8	24	30
9	10	105
9	11	90
9	12	73
9	13	44
9	14	72
9	15	78
9	16	57
9	17	78
9	18	22
9	19	56
9	20	25
9	21	94
9	22	27
9	23	82
9	24	64
10	11	29
10	12	74
10	13	81
10	14	36
10	15	63
10	16	78
10	17	68
10	18	93
10	19	50
10	20	97
10	21	27
10	22	79
10	23	38
10	24	58
11	12	45
11	13	57
11	14	38
11	15	73
11	16	80
11	17	39
11	18	84
11	19	44
11	20	76
11	21	4
11	22	62
11	23	10
11	24	32
12	13	28
12	14	66
12	15	98
12	16	94
12	17	7
12	18	78
12	19	59
12	20	50
12	21	49
12	22	50
12	23	36
12	24	21
13	14	60
13	15	85
13	16	74
13	17	34
13	18	52
13	19	47
13	20	22
13	21	61
13	22	24
13	23	47
13	24	25
14	15	35
14	16	42
14	17	63
14	18	57
14	19	16
14	20	69
14	21	41
14	22	48
14	23	39
14	24	45
15	16	23
15	17	97
15	18	56
15	19	39
15	20	86
15	21	75
15	22	65
15	23	75
15	24	77
16	17	94
16	18	35
16	19	37
16	20	70
16	21	83
16	22	50
16	23	78
16	24	74
17	18	81
17	19	58
17	20	56
17	21	42
17	22	53
17	23	30
17	24	19
18	19	43
18	20	40
18	21	88
18	22	28
18	23	78
18	24	64
19	20	54
19	21	47
19	22	32
19	23	41
19	24	38
20	21	81
20	22	21
20	23	67
20	24	45
21	22	67
21	23	14
21	24	36
22	23	54
22	24	37
23	24	22
